KEY,CN,TC_NT,TC_USD
LocalKey_19,伤害排行奖励,傷害排行獎勵,傷害排行獎勵
LocalKey_20,排行奖励,排行獎勵,排行獎勵
LocalKey_21,杀入200名可获得每日奖励,殺入200名可獲得每日獎勵,殺入200名可獲得每日獎勵
LocalKey_22,最高伤害：,最高傷害：,最高傷害：
LocalKey_23,名,名,名
LocalKey_24,立刻前往,立刻前往,立刻前往
LocalKey_25,排名区间,排名區間,排名區間
LocalKey_26,围剿,圍剿,圍剿
LocalKey_27,战功：,戰功：,戰功：
LocalKey_28,第 ,第,第
LocalKey_29,一键领取,一鍵領取,一鍵領取
LocalKey_30,【点击前往】,【點擊前往】,【點擊前往】
LocalKey_31,一键巡逻,一鍵巡邏,一鍵巡邏
LocalKey_32,挑战,挑戰,挑戰
LocalKey_33,巡逻设置,巡邏設置,巡邏設置
LocalKey_34,领奖,領獎,領獎
LocalKey_35,巡逻结束,巡邏結束,巡邏結束
LocalKey_36,领地,領地,領地
LocalKey_37,点击添加巡逻忍者,點擊添加巡邏忍者,點擊添加巡邏忍者
LocalKey_38,领地描述,領地描述,領地描述
LocalKey_39,巡逻中,巡邏中,巡邏中
LocalKey_40,设置,設置,設置
LocalKey_41,保存方案,保存方案,保存方案
LocalKey_42,开始巡逻,開始巡邏,開始巡邏
LocalKey_43,巡逻英雄,巡邏英雄,巡邏英雄
LocalKey_44,关闭,關閉,關閉
LocalKey_45,暂无数据,暫無數據,暫無數據
LocalKey_46,累计伤害,累計傷害,累計傷害
LocalKey_47,玩家名字,玩家名字,玩家名字
LocalKey_48,排名,排名,排名
LocalKey_49,请于活动结束后查看。,請於活動結束後查看。,請於活動結束後查看。
LocalKey_50,幸运玩家,幸運玩家,幸運玩家
LocalKey_51,最后一击,最後一擊,最後一擊
LocalKey_52,奖励通过邮箱发放,獎勵通過郵箱發放,獎勵通過郵箱發放
LocalKey_53,特殊排行,特殊排行,特殊排行
LocalKey_54,伤害奖励,傷害獎勵,傷害獎勵
LocalKey_55,世界BOSS,世界BOSS,世界BOSS
LocalKey_56,上一轮排名,上一輪排名,上一輪排名
LocalKey_57,排行总览,排行總覽,排行總覽
LocalKey_58,名次,名次,名次
LocalKey_59,暂无排行,暫無排行,暫無排行
LocalKey_60,立刻重置,立刻重置,立刻重置
LocalKey_61,暂无,暫無,暫無
LocalKey_62,日常,日常,日常
LocalKey_63,主线,主線,主線
LocalKey_64,恭喜目标达成，以下为目标奖励,恭喜目標達成，以下為目標獎勵,恭喜目標達成，以下為目標獎勵
LocalKey_65,一键加群,一鍵加群,一鍵加群
LocalKey_66,输入兑换码,輸入兌換碼,輸入兌換碼
LocalKey_67,点击下方输入兑换码：,點擊下方輸入兌換碼：,點擊下方輸入兌換碼：
LocalKey_68,兑换,兌換,兌換
LocalKey_69,使用,使用,使用
LocalKey_70,以上奖励可任意选择一个,以上獎勵可任意選擇一個,以上獎勵可任意選擇一個
LocalKey_71,每日充值奖励,每日储值獎勵,每日储值獎勵
LocalKey_72,前往充值,前往储值,前往储值
LocalKey_73,单笔充值,單筆储值,單筆储值
LocalKey_74,额\n外\n赠\n送,額\n外\n贈\n送,額\n外\n贈\n送
LocalKey_75,总价：,總價：,總價：
LocalKey_76,最小,最小,最小
LocalKey_77,最大,最大,最大
LocalKey_78,吃寿司,吃壽司,吃壽司
LocalKey_79,在此用餐可补充体力:,在此用餐可補充體力:,在此用餐可補充體力:
LocalKey_80,每天用餐时间,每天用餐時間,每天用餐時間
LocalKey_81,购买,購買,購買
LocalKey_82,领取,領取,領取
LocalKey_83,礼包预览,禮包預覽,禮包預覽
LocalKey_84,排名奖励,排名獎勵,排名獎勵
LocalKey_85,暂无玩家上榜,暫無玩家上榜,暫無玩家上榜
LocalKey_86,您在本次竞赛中未能上榜，\n请再接再厉，不要气馁哦！,您在本次競賽中未能上榜，\n請再接再厲，不要氣餒哦！,您在本次競賽中未能上榜，\n請再接再厲，不要氣餒哦！
LocalKey_87,档位奖励,檔位獎勵,檔位獎勵
LocalKey_88,星数,星數,星數
LocalKey_89,积分,積分,積分
LocalKey_90,层数,層數,層數
LocalKey_91,活动进度（单位：元）,活動進度（單位：鑽石）,活動進度（單位：USD）
LocalKey_92,VIP福利,VIP福利,VIP福利
LocalKey_93,VIP礼包,VIP禮包,VIP禮包
LocalKey_94,今日累积获得:,今日累積獲得:,今日累積獲得:
LocalKey_95,新,新,新
LocalKey_96,获得奖励,獲得獎勵,獲得獎勵
LocalKey_97,该VIP等级无礼包,該VIP等級無禮包,該VIP等級無禮包
LocalKey_98,终生福利,終生福利,終生福利
LocalKey_99,日常福利,日常福利,日常福利
LocalKey_100,每周礼包,每週禮包,每週禮包
LocalKey_101,充值,储值,储值
LocalKey_102,再充值,再储值,再储值
LocalKey_103,折扣价：,折扣價：,折扣價：
LocalKey_104,原价：,原價：,原價：
LocalKey_105,豪华礼包,豪華禮包,豪華禮包
LocalKey_106,可以升级到,可以升級到,可以升級到
LocalKey_107,特权,特權,特權
LocalKey_108,你当前的等级是,你當前的等級是,你當前的等級是
LocalKey_109,去充值,去储值,去储值
LocalKey_110,获得物品,獲得物品,獲得物品
LocalKey_111,已选择：,已選擇：,已選擇：
LocalKey_112,选择,選擇,選擇
LocalKey_113,活动,活動,活動
LocalKey_114,免费橙忍,免費橙忍,免費橙忍
LocalKey_115,现价：,現價：,現價：
LocalKey_116,[ffff96]总价：[-],[ffff96]總價：[-],[ffff96]總價：[-]
LocalKey_117,功能开启,功能開啟,功能開啟
LocalKey_118,去看看,去看看,去看看
LocalKey_119,等级：,等級：,等級：
LocalKey_120,玩家阵容,玩家陣容,玩家陣容
LocalKey_121,跟TA聊天,跟TA聊天,跟TA聊天
LocalKey_122,排名：,排名：,排名：
LocalKey_123,总榜每日21:00更新,總榜每日21:00更新,總榜每日21:00更新
LocalKey_124,每天21点发放,每天21點發放,每天21點發放
LocalKey_125,查看阵容,查看陣容,查看陣容
LocalKey_126,排名信息,排名信息,排名信息
LocalKey_127,排名奖励：,排名獎勵：,排名獎勵：
LocalKey_128,目标排名：,目標排名：,目標排名：
LocalKey_129,我的排名：,我的排名：,我的排名：
LocalKey_130,已拥有,已擁有,已擁有
LocalKey_131,[ffff96]排名奖励：[-],[ffff96]排名獎勵：[-],[ffff96]排名獎勵：[-]
LocalKey_132,[ffff96]剩余挑战次数：[-],[ffff96]剩餘挑戰次數：[-],[ffff96]剩餘挑戰次數：[-]
LocalKey_133,排名奖励每日21点发放,排名獎勵每日21點發放,排名獎勵每日21點發放
LocalKey_134,奖励：,獎勵：,獎勵：
LocalKey_135,需要消耗精力：,需要消耗精力：,需要消耗精力：
LocalKey_136,设置挑战次数,設置挑戰次數,設置挑戰次數
LocalKey_137,便捷挑战,便捷挑戰,便捷挑戰
LocalKey_138,自动消耗精力丹,自動消耗精力丹,自動消耗精力丹
LocalKey_139,剩余：,剩餘：,剩餘：
LocalKey_140,竞技场战报,競技場戰報,競技場戰報
LocalKey_141,每日任务,每日任務,每日任務
LocalKey_142,每周任务,每週任務,每週任務
LocalKey_143,我要变强,我要變強,我要變強
LocalKey_144,点击屏幕继续游戏>>,點擊螢幕繼續遊戲>>,點擊螢幕繼續遊戲>>
LocalKey_145,基础奖励,基礎獎勵,基礎獎勵
LocalKey_146,额外奖励,額外獎勵,額外獎勵
LocalKey_147,早早早,早早早,早早早
LocalKey_148,回合 30/30,回合 30/30,回合 30/30
LocalKey_149,丛.闪,叢.閃,叢.閃
LocalKey_150,第      层,第      層,第      層
LocalKey_151,公会经验：+,公會經驗：+,公會經驗：+
LocalKey_152,名次提升：,名次提升：,名次提升：
LocalKey_153,恭喜少年战胜入侵逃忍！,恭喜少年戰勝入侵逃忍！,恭喜少年戰勝入侵逃忍！
LocalKey_154,“又是同样的梦境…”,“又是同樣的夢境…”,“又是同樣的夢境…”
LocalKey_155,战宠神炼加成,戰寵神煉加成,戰寵神煉加成
LocalKey_156,奖励,獎勵,獎勵
LocalKey_157,超秘传忍法残卷 x1,超秘傳忍法殘卷 x1,超秘傳忍法殘卷 x1
LocalKey_158,逃忍入侵,逃忍入侵,逃忍入侵
LocalKey_159,首胜奖励:       200,首勝獎勵:       200,首勝獎勵:       200
LocalKey_160,通关奖励：,通關獎勵：,通關獎勵：
LocalKey_161,概率获得：,概率獲得：,概率獲得：
LocalKey_162,暂且放过,暫且放過,暫且放過
LocalKey_163,百花缭乱,百花繚亂,百花繚亂
LocalKey_164,主线剧情,主線劇情,主線劇情
LocalKey_165,日常副本,日常副本,日常副本
LocalKey_166,精英关卡,精英關卡,精英關卡
LocalKey_167,围剿逃忍,圍剿逃忍,圍剿逃忍
LocalKey_168,今日可挑战次数： ,今日可挑戰次數：,今日可挑戰次數：
LocalKey_169,难度四,難度四,難度四
LocalKey_170,难度二,難度二,難度二
LocalKey_171,难度五,難度五,難度五
LocalKey_172,难度三,難度三,難度三
LocalKey_173,可能获得,可能獲得,可能獲得
LocalKey_174,难度一,難度一,難度一
LocalKey_175,难度六,難度六,難度六
LocalKey_176,快速升级,快速升級,快速升級
LocalKey_177,满星章节有概率出现入侵逃忍，入侵逃忍每天24:00撤离,滿星章節有概率出現入侵逃忍，入侵逃忍每天24:00撤離,滿星章節有概率出現入侵逃忍，入侵逃忍每天24:00撤離
LocalKey_178,扫荡,掃蕩,掃蕩
LocalKey_179,金币：                                经验：,金幣：                                經驗：,金幣：                                經驗：
LocalKey_180,未获得任何物品！！！,未獲得任何物品！！！,未獲得任何物品！！！
LocalKey_181,停止,停止,停止
LocalKey_182,完成,完成,完成
LocalKey_183,扫荡战报,掃蕩戰報,掃蕩戰報
LocalKey_184,暂无掉落途径,暫無掉落途徑,暫無掉落途徑
LocalKey_185,出售,出售,出售
LocalKey_186,物品来源,物品來源,物品來源
LocalKey_187,获得途径：,獲得途徑：,獲得途徑：
LocalKey_188,花费:,花費:,花費:
LocalKey_189,请先合成这件装备,請先合成這件裝備,請先合成這件裝備
LocalKey_190,合成,合成,合成
LocalKey_191,返回合成,返回合成,返回合成
LocalKey_192,暂时没有获得途径,暫時沒有獲得途徑,暫時沒有獲得途徑
LocalKey_193,装备详情,裝備詳情,裝備詳情
LocalKey_194,获取途径,獲取途徑,獲取途徑
LocalKey_195,点亮,點亮,點亮
LocalKey_196,点亮后：,點亮後：,點亮後：
LocalKey_197,物防：,物防：,物防：
LocalKey_198,队伍属性加成,隊伍屬性加成,隊伍屬性加成
LocalKey_199,神乐,神樂,神樂
LocalKey_200,生命：,生命：,生命：
LocalKey_201,攻击：,攻擊：,攻擊：
LocalKey_202,法防：,法防：,法防：
LocalKey_203,再召1次,再召1次,再召1次
LocalKey_204,再召10次,再召10次,再召10次
LocalKey_205,0点重置免费次数,0點重置免費次數,0點重置免費次數
LocalKey_206,免费次数（2/3）,免費次數（2/3）,免費次數（2/3）
LocalKey_207,选择奖励,選擇獎勵,選擇獎勵
LocalKey_208,从以下奖励中选择一个,從以下獎勵中選擇一個,從以下獎勵中選擇一個
LocalKey_209,免费,免費,免費
LocalKey_210,占星10次,占星10次,占星10次
LocalKey_211,[F0E77B]剩余时间[-],[F0E77B]剩餘時間[-],[F0E77B]剩餘時間[-]
LocalKey_212,占星 1 次,占星 1 次,占星 1 次
LocalKey_213,阵营招募,陣營招募,陣營招募
LocalKey_214,召唤 1 次,召喚 1 次,召喚 1 次
LocalKey_215,神忍招募,神忍招募,神忍招募
LocalKey_216,召唤赠送[00b4ff]蓝色[-]英雄,召喚贈送[00b4ff]藍色[-]英雄,召喚贈送[00b4ff]藍色[-]英雄
LocalKey_217,9折,9折,9折
LocalKey_218,召唤10次,召喚10次,召喚10次
LocalKey_219,可得 [00ff00]绿色[-] [00b4ff]蓝色[-] [ff00ff]紫色[-] 忍者,可得 [00ff00]綠色[-] [00b4ff]藍色[-] [ff00ff]紫色[-] 忍者,可得 [00ff00]綠色[-] [00b4ff]藍色[-] [ff00ff]紫色[-] 忍者
LocalKey_220,召唤赠送[ff00ff]紫色[-]英雄,召喚贈送[ff00ff]紫色[-]英雄,召喚贈送[ff00ff]紫色[-]英雄
LocalKey_221,可得 [00b4ff]蓝色[-] [ff00ff]紫色[-] [ff9600]橙色[-] 忍者,可得 [00b4ff]藍色[-] [ff00ff]紫色[-] [ff9600]橙色[-] 忍者,可得 [00b4ff]藍色[-] [ff00ff]紫色[-] [ff9600]橙色[-] 忍者
LocalKey_222,升星属性,升星屬性,升星屬性
LocalKey_223,描述,描述,描述
LocalKey_224,洗练属性,洗練屬性,洗練屬性
LocalKey_225,升星,升星,升星
LocalKey_226,套装,套裝,套裝
LocalKey_227,强化信息,強化資訊,強化資訊
LocalKey_228,强化,強化,強化
LocalKey_229,精炼,精煉,精煉
LocalKey_230,神兵技能,神兵技能,神兵技能
LocalKey_231,精炼信息,精煉信息,精煉信息
LocalKey_232,数量：,數量：,數量：
LocalKey_233,装备,裝備,裝備
LocalKey_234,装备碎片,裝備碎片,裝備碎片
LocalKey_235,组合,組合,組合
LocalKey_236,技能,技能,技能
LocalKey_237,时装\n,時裝\n,時裝\n
LocalKey_238,时装信息,時裝資訊,時裝資訊
LocalKey_239,基础信息,基礎資訊,基礎資訊
LocalKey_240,时装天赋,時裝天賦,時裝天賦
LocalKey_241,强化属性,強化屬性,強化屬性
LocalKey_242,激活,啟動,啟動
LocalKey_243,属性加成对全体上阵忍者有效,屬性加成對全體上陣忍者有效,屬性加成對全體上陣忍者有效
LocalKey_244,时装,時裝,時裝
LocalKey_245,基础属性,基礎屬性,基礎屬性
LocalKey_246,凑齐一套时装会有属性加成喔~,湊齊一套時裝會有屬性加成喔~,湊齊一套時裝會有屬性加成喔~
LocalKey_247,重铸,重鑄,重鑄
LocalKey_248,图鉴,圖鑒,圖鑒
LocalKey_249,详情,詳情,詳情
LocalKey_250,重铸后时装变成1级\n返还所有养成资源,重鑄後時裝變成1級\n返還所有養成資源,重鑄後時裝變成1級\n返還所有養成資源
LocalKey_251,时装图鉴属性叠加汇总,時裝圖鑒屬性疊加匯總,時裝圖鑒屬性疊加匯總
LocalKey_252,战斗界面测试,戰鬥介面測試,戰鬥介面測試
LocalKey_253,装备强化,裝備強化,裝備強化
LocalKey_254,装备精炼,裝備精煉,裝備精煉
LocalKey_255,宝物强化,寶物強化,寶物強化
LocalKey_256,强化大师,強化大師,強化大師
LocalKey_257,宝物精炼,寶物精煉,寶物精煉
LocalKey_258,详,詳,詳
LocalKey_259,基本信息,基本資訊,基本資訊
LocalKey_260,缘分信息,緣分信息,緣分信息
LocalKey_261,替换,替換,替換
LocalKey_262,宠物护佑,寵物護佑,寵物護佑
LocalKey_263,卸下,卸下,卸下
LocalKey_264,护佑属性加成,護佑屬性加成,護佑屬性加成
LocalKey_265,更换,更換,更換
LocalKey_266,宠物护佑属性会随宠物属性本身提升,寵物護佑屬性會隨寵物屬性本身提升,寵物護佑屬性會隨寵物屬性本身提升
LocalKey_267,阵容\n人数已满,陣容\n人數已滿,陣容\n人數已滿
LocalKey_268,伙伴,夥伴,夥伴
LocalKey_269,上阵,上陣,上陣
LocalKey_270,布阵,佈陣,佈陣
LocalKey_271,可上阵\n人数已满,可上陣\n人數已滿,可上陣\n人數已滿
LocalKey_272,换宠,換寵,換寵
LocalKey_273,拖动头像调整忍者站位,拖動頭像調整忍者站位,拖動頭像調整忍者站位
LocalKey_274,高级属性,高級屬性,高級屬性
LocalKey_275,忍者属性,忍者屬性,忍者屬性
LocalKey_276,未上阵,未上陣,未上陣
LocalKey_277,阵位1,陣位1,陣位1
LocalKey_278,全部已上阵小伙伴的属性将按比例增加给全部上阵角色,全部已上陣小夥伴的屬性將按比例增加給全部上陣角色,全部已上陣小夥伴的屬性將按比例增加給全部上陣角色
LocalKey_279,羁绊效果,羈絆效果,羈絆效果
LocalKey_280,上阵队员属性加成,上陣隊員屬性加成,上陣隊員屬性加成
LocalKey_281,伙伴助威,夥伴助威,夥伴助威
LocalKey_282,全部已上阵小伙伴属性,全部已上陣小夥伴屬性,全部已上陣小夥伴屬性
LocalKey_283,移除,移除,移除
LocalKey_284,同意,同意,同意
LocalKey_285,拒绝,拒絕,拒絕
LocalKey_286,黑名单,黑名單,黑名單
LocalKey_287,好友申请,好友申請,好友申請
LocalKey_288,领取精力,領取精力,領取精力
LocalKey_289,好友列表,好友列表,好友列表
LocalKey_290,添加好友,添加好友,添加好友
LocalKey_291,推荐好友,推薦好友,推薦好友
LocalKey_292,一键赠送,一鍵贈送,一鍵贈送
LocalKey_293,好友,好友,好友
LocalKey_294,切磋,切磋,切磋
LocalKey_295,私聊,私聊,私聊
LocalKey_296,拉黑,拉黑,拉黑
LocalKey_297,删除,刪除,刪除
LocalKey_298,好友详情,好友詳情,好友詳情
LocalKey_299,换一批,換一批,換一批
LocalKey_300,添加,添加,添加
LocalKey_301,暂无对战记录，赶紧挑战一下别人吧,暫無對戰記錄，趕緊挑戰一下別人吧,暫無對戰記錄，趕緊挑戰一下別人吧
LocalKey_302,查找好友,查找好友,查找好友
LocalKey_303,查找,查找,查找
LocalKey_304,输入要查找玩家的名字,輸入要查找玩家的名字,輸入要查找玩家的名字
LocalKey_305,成功率：,成功率：,成功率：
LocalKey_306,主要属性,主要屬性,主要屬性
LocalKey_307,进阶属性,進階屬性,進階屬性
LocalKey_308,属性累加,屬性累加,屬性累加
LocalKey_309,精炼材料,精煉材料,精煉材料
LocalKey_310,洗练,洗練,洗練
LocalKey_311,修炼一次,修煉一次,修煉一次
LocalKey_312,一键升星,一鍵升星,一鍵升星
LocalKey_313,幸运值：,幸運值：,幸運值：
LocalKey_314,修炼5次,修煉5次,修煉5次
LocalKey_315,修炼10次,修煉10次,修煉10次
LocalKey_316,升至        属性,升至        屬性,升至        屬性
LocalKey_317,修炼1次,修煉1次,修煉1次
LocalKey_318,本级属性,本級屬性,本級屬性
LocalKey_319,修炼的属性上限可以通过强化提升,修煉的屬性上限可以通過強化提升,修煉的屬性上限可以通過強化提升
LocalKey_320,下级属性,下級屬性,下級屬性
LocalKey_321,停止强化,停止強化,停止強化
LocalKey_322,强化5次,強化5次,強化5次
LocalKey_323,装备名字 +N,裝備名字 +N,裝備名字 +N
LocalKey_324,（每日0点清零）,（每日0點清零）,（每日0點清零）
LocalKey_325,当前精炼阶数：,當前精煉階數：,當前精煉階數：
LocalKey_326,可选择数量：,可選擇數量：,可選擇數量：
